name,err,absErr,midinote,pTag,pEst,conf,salience
Akai AX80 - 80s function - A2 (45-4RVO.aif)	-3593.75532542	3593.75532542	106	3729.31009214	135.554766721	0.372428528524	0.545465641691	
Akai AX80 - 80s function - A2 (45-BWVH.aif)	-185.499995362	185.499995362	64	329.627556913	144.127561551	0.36708729346	0.5379150556	
Akai AX80 - 80s function - A2 (45-M7NV.aif)	105.628500741	105.628500741	21	27.5	133.128500741	0.371013264406	0.530167894253	
Akai AX80 - 80s function - A3 (57-7SKO.aif)	-3588.75153348	3588.75153348	106	3729.31009214	140.558558664	0.715705160798	0.646769058248	
Akai AX80 - 80s function - A3 (57-N192.aif)	143.910710518	143.910710518	21	27.5	171.410710518	0.719181906111	0.633168384149	
Akai AX80 - 80s function - A3 (57-UOGH.aif)	-195.75235175	195.75235175	64	329.627556913	133.875205163	0.717043945883	0.641568119971	
Akai AX80 - 80s function - A4 (69-EY3L.aif)	213.126023281	213.126023281	21	27.5	240.626023281	0.906712087424	0.585658082933	
Akai AX80 - 80s function - A4 (69-MDAP.aif)	-84.5799268883	84.5799268883	64	329.627556913	245.047630025	0.906726087296	0.614279796122	
Akai AX80 - 80s function - A4 (69-V9ME.aif)	-3487.26219012	3487.26219012	106	3729.31009214	242.047902028	0.904904590397	0.627206102392	
Akai AX80 - 80s function - A5 (81-5FC0.aif)	-3264.7109499	3264.7109499	106	3729.31009214	464.599142249	0.961435317989	0.589953904882	
Akai AX80 - 80s function - A5 (81-H8J7.aif)	412.989312611	412.989312611	21	27.5	440.489312611	0.961615992016	0.503597327178	
Akai AX80 - 80s function - A5 (81-SXX0.aif)	123.157430354	123.157430354	64	329.627556913	452.784987267	0.961474858169	0.561459194339	
Akai AX80 - 80s function - A6 (93-0924.aif)	858.171697404	858.171697404	21	27.5	885.671697404	0.97583702446	0.365253199608	
Akai AX80 - 80s function - A6 (93-38FS.aif)	-2845.26195347	2845.26195347	106	3729.31009214	884.048138678	0.975779511471	0.548281176816	
Akai AX80 - 80s function - A6 (93-E2XV.aif)	548.156464415	548.156464415	64	329.627556913	877.784021327	0.976985770738	0.485484044615	
Akai AX80 - 80s function - C2 (36-9N8X.aif)	91.4765328502	91.4765328502	21	27.5	118.97653285	0.361435885551	0.519284348995	
Akai AX80 - 80s function - C2 (36-NG5M.aif)	-3587.06464445	3587.06464445	106	3729.31009214	142.245447696	0.358871260296	0.526855106792	
Akai AX80 - 80s function - C2 (36-UDA9.aif)	-207.307428212	207.307428212	64	329.627556913	122.320128701	0.359382279283	0.523155338988	
Akai AX80 - 80s function - C3 (48-IVFX.aif)	107.682286828	107.682286828	21	27.5	135.182286828	0.434517347308	0.552431327403	
Akai AX80 - 80s function - C3 (48-PJ9E.aif)	-218.028568427	218.028568427	64	329.627556913	111.598988486	0.439460768432	0.560783560835	
Akai AX80 - 80s function - C3 (48-QNAR.aif)	-3608.05262154	3608.05262154	106	3729.31009214	121.257470609	0.42826711378	0.564458845724	
Akai AX80 - 80s function - C4 (60-IARV.aif)	-173.268523329	173.268523329	64	329.627556913	156.359033584	0.788114203012	0.636588081654	
Akai AX80 - 80s function - C4 (60-IIAV.aif)	107.423033844	107.423033844	21	27.5	134.923033844	0.789317529874	0.624740487043	
Akai AX80 - 80s function - C4 (60-YRZG.aif)	-3547.87784065	3547.87784065	106	3729.31009214	181.432251497	0.786117234741	0.645689120465	
Akai AX80 - 80s function - C5 (72-2J1G.aif)	-41.2133229621	41.2133229621	64	329.627556913	288.414233951	0.926551987533	0.613732984671	
Akai AX80 - 80s function - C5 (72-B8PL.aif)	-3441.48851121	3441.48851121	106	3729.31009214	287.821580932	0.925687590012	0.628562155237	
Akai AX80 - 80s function - C5 (72-L2S9.aif)	262.177350776	262.177350776	21	27.5	289.677350776	0.928107865232	0.573221078974	
Akai AX80 - 80s function - C6 (84-A4OA.aif)	494.659236415	494.659236415	21	27.5	522.159236415	0.967356696409	0.489044390332	
Akai AX80 - 80s function - C6 (84-J4UX.aif)	-3201.91258464	3201.91258464	106	3729.31009214	527.397507504	0.96683302551	0.594588769707	
Akai AX80 - 80s function - C6 (84-OGYA.aif)	203.238513698	203.238513698	64	329.627556913	532.866070611	0.967690801469	0.555203275822	
Akai AX80 - 80s function - C7 (96-40RI.aif)	1012.76533331	1012.76533331	21	27.5	1040.26533331	0.978830348507	0.311720279502	
Akai AX80 - 80s function - C7 (96-E752.aif)	-2698.15908883	2698.15908883	106	3729.31009214	1031.15100332	0.978500594758	0.523574633613	
Akai AX80 - 80s function - C7 (96-KBNW.aif)	721.523261375	721.523261375	64	329.627556913	1051.15081829	0.979167858942	0.450524183542	
Akai AX80 - 80s function - D#2 (39-4MTR.aif)	-166.884549451	166.884549451	64	329.627556913	162.743007462	0.356706388151	0.530612660601	
Akai AX80 - 80s function - D#2 (39-6GSX.aif)	-3582.72869936	3582.72869936	106	3729.31009214	146.581392787	0.371336964156	0.545126321949	
Akai AX80 - 80s function - D#2 (39-UN6I.aif)	94.6201933582	94.6201933582	21	27.5	122.120193358	0.356188984087	0.522039487658	
Akai AX80 - 80s function - D#3 (51-2BZ2.aif)	99.0639569855	99.0639569855	21	27.5	126.563956986	0.529742681401	0.621840586723	
Akai AX80 - 80s function - D#3 (51-9Z03.aif)	-205.079178475	205.079178475	64	329.627556913	124.548378438	0.528419125907	0.628649407755	
Akai AX80 - 80s function - D#3 (51-WZHD.aif)	-3617.29413554	3617.29413554	106	3729.31009214	112.015956609	0.521432480177	0.630590756501	
Akai AX80 - 80s function - D#4 (63-0KEF.aif)	-3561.74438601	3561.74438601	106	3729.31009214	167.565706137	0.837729466657	0.635639853248	
Akai AX80 - 80s function - D#4 (63-G385.aif)	152.801378118	152.801378118	21	27.5	180.301378118	0.84062431863	0.60830505537	
Akai AX80 - 80s function - D#4 (63-OWA1.aif)	-116.591913086	116.591913086	64	329.627556913	213.035643827	0.838968549949	0.624819710431	
Akai AX80 - 80s function - D#5 (75-3JO9.aif)	298.454624288	298.454624288	21	27.5	325.954624288	0.94434241985	0.53688048438	
Akai AX80 - 80s function - D#5 (75-3R7S.aif)	-20.1334035322	20.1334035322	64	329.627556913	309.494153381	0.943333104732	0.580749634398	
Akai AX80 - 80s function - D#5 (75-5WZV.aif)	-3418.60516103	3418.60516103	106	3729.31009214	310.704931111	0.942554030757	0.597490133465	
Akai AX80 - 80s function - D#6 (87-8JP3.aif)	304.091762594	304.091762594	64	329.627556913	633.719319507	0.970959204088	0.529305217614	
Akai AX80 - 80s function - D#6 (87-D0FZ.aif)	609.252544524	609.252544524	21	27.5	636.752544524	0.974176526092	0.447348761445	
Akai AX80 - 80s function - D#6 (87-FSX0.aif)	-3112.279442	3112.279442	106	3729.31009214	617.030650145	0.971886411847	0.581033699485	
Akai AX80 - 80s function - F2 (42-E3HP.aif)	-3568.70478779	3568.70478779	106	3729.31009214	160.605304359	0.367892522602	0.561064066209	
Akai AX80 - 80s function - F2 (42-TXD3.aif)	-199.115487529	199.115487529	64	329.627556913	130.512069383	0.372304799922	0.55435009175	
Akai AX80 - 80s function - F2 (42-VXYC.aif)	122.784907148	122.784907148	21	27.5	150.284907148	0.365621705478	0.543908583726	
Akai AX80 - 80s function - F3 (54-05QM.aif)	-223.427346074	223.427346074	64	329.627556913	106.200210839	0.63029473042	0.635604691195	
Akai AX80 - 80s function - F3 (54-5O1C.aif)	-3616.32708352	3616.32708352	106	3729.31009214	112.983008621	0.626354570414	0.639609091317	
Akai AX80 - 80s function - F3 (54-J86M.aif)	84.171565364	84.171565364	21	27.5	111.671565364	0.63186583771	0.627528770588	
Akai AX80 - 80s function - F4 (66-1KBL.aif)	-136.995785873	136.995785873	64	329.627556913	192.63177104	0.879881899726	0.593592168758	
Akai AX80 - 80s function - F4 (66-IWS6.aif)	-3528.47661046	3528.47661046	106	3729.31009214	200.833481687	0.877422841075	0.605997689034	
Akai AX80 - 80s function - F4 (66-Z11F.aif)	201.824268039	201.824268039	21	27.5	229.324268039	0.877889944923	0.57565904722	
Akai AX80 - 80s function - F5 (78-8NRR.aif)	372.308576575	372.308576575	21	27.5	399.808576575	0.954044142165	0.542867960994	
Akai AX80 - 80s function - F5 (78-GCCF.aif)	64.4638458541	64.4638458541	64	329.627556913	394.091402767	0.954716892785	0.591533824115	
Akai AX80 - 80s function - F5 (78-ZB0S.aif)	-3342.97726235	3342.97726235	106	3729.31009214	386.332829791	0.952186321273	0.611348451671	
Akai AX80 - 80s function - F6 (90-1RB9.aif)	418.087009311	418.087009311	64	329.627556913	747.714566224	0.97563932356	0.511567128789	
Akai AX80 - 80s function - F6 (90-6G9P.aif)	-2991.19364362	2991.19364362	106	3729.31009214	738.116448523	0.97240081256	0.570972368797	
Akai AX80 - 80s function - F6 (90-8F51.aif)	701.177965062	701.177965062	21	27.5	728.677965062	0.973402938554	0.420285965183	
Akai AX80 - Agressif - A2 (45-O9F4.aif)	155.327459156	155.327459156	45	110.0	265.327459156	0.706533541755	0.458208535733	
Akai AX80 - Agressif - A#2 (46-M93O.aif)	149.06775418	149.06775418	46	116.54094038	265.60869456	0.714340031358	0.453708504921	
Akai AX80 - Agressif - A3 (57-2YFY.aif)	215.996873625	215.996873625	57	220.0	435.996873625	0.759978196145	0.469959741229	
Akai AX80 - Agressif - A#3 (58-X5IX.aif)	145.618687739	145.618687739	58	233.081880759	378.700568498	0.777786601271	0.46521476262	
Akai AX80 - Agressif - A4 (69-IG5N.aif)	-86.2627373159	86.2627373159	69	440.0	353.737262684	0.879107744625	0.460337837319	
Akai AX80 - Agressif - A#4 (70-72QF.aif)	-102.830998088	102.830998088	70	466.163761518	363.33276343	0.885729495035	0.457852010712	
Akai AX80 - Agressif - A5 (81-AAVB.aif)	-378.160370429	378.160370429	81	880.0	501.839629571	0.941265474943	0.431634052973	
Akai AX80 - Agressif - A#5 (82-GVZ3.aif)	-433.168527446	433.168527446	82	932.327523036	499.15899559	0.941239745448	0.42524409149	
Akai AX80 - Agressif - A6 (93-2DOV.aif)	-839.145614024	839.145614024	93	1760.0	920.854385976	0.962902088393	0.399747015161	
Akai AX80 - Agressif - A#6 (94-T4S2.aif)	-836.591700434	836.591700434	94	1864.65504607	1028.06334564	0.963858998583	0.41252531648	
Akai AX80 - Agressif - B2 (47-VYSN.aif)	154.121428432	154.121428432	47	123.470825314	277.592253746	0.728314032271	0.452051774995	
Akai AX80 - Agressif - B3 (59-1X3K.aif)	130.802857068	130.802857068	59	246.941650628	377.744507696	0.780620203802	0.466363679727	
Akai AX80 - Agressif - B4 (71-QMQF.aif)	-119.46895571	119.46895571	71	493.883301256	374.414345546	0.889839403492	0.445370273028	
Akai AX80 - Agressif - B5 (83-FPUR.aif)	-446.825656328	446.825656328	83	987.766602512	540.940946184	0.94328921324	0.429954580437	
Akai AX80 - Agressif - B6 (95-25IL.aif)	-951.438558494	951.438558494	95	1975.53320502	1024.09464653	0.964260265194	0.402710397027	
Akai AX80 - Agressif - C2 (36-90WQ.aif)	110.759849362	110.759849362	36	65.4063913251	176.166240687	0.575336812806	0.483427598486	
Akai AX80 - Agressif - C#2 (37-1ZSW.aif)	98.4103171673	98.4103171673	37	69.2956577442	167.705974911	0.596660557488	0.483170705873	
Akai AX80 - Agressif - C3 (48-Z5PA.aif)	198.056256909	198.056256909	48	130.81278265	328.86903956	0.730333040881	0.454884910923	
Akai AX80 - Agressif - C#3 (49-W78D.aif)	149.250503227	149.250503227	49	138.591315488	287.841818715	0.742820974268	0.449047377326	
Akai AX80 - Agressif - C4 (60-55M3.aif)	98.6649010021	98.6649010021	60	261.625565301	360.290466303	0.789458852909	0.471588665843	
Akai AX80 - Agressif - C#4 (61-XTFW.aif)	64.9327356673	64.9327356673	61	277.182630977	342.115366644	0.804506067005	0.458043325503	
Akai AX80 - Agressif - C5 (72-6AJQ.aif)	-198.530138782	198.530138782	72	523.251130601	324.720991819	0.897056716037	0.457124009876	
Akai AX80 - Agressif - C#5 (73-BKCJ.aif)	-196.405978941	196.405978941	73	554.365261954	357.959283012	0.902099318689	0.451724241858	
Akai AX80 - Agressif - C6 (84-89FD.aif)	-465.857226495	465.857226495	84	1046.5022612	580.645034707	0.953174636583	0.431554592271	
Akai AX80 - Agressif - C#6 (85-TFSU.aif)	-475.588330155	475.588330155	85	1108.73052391	633.142193753	0.956168906567	0.416743853108	
Akai AX80 - Agressif - C7 (96-SFRD.aif)	-979.726151595	979.726151595	96	2093.0045224	1113.27837081	0.967417803959	0.405976868669	
Akai AX80 - Agressif - D2 (38-5Z02.aif)	126.269667818	126.269667818	38	73.4161919794	199.685859798	0.599759779218	0.484260017566	
Akai AX80 - Agressif - D#2 (39-UVW4.aif)	113.419772108	113.419772108	39	77.7817459305	191.201518038	0.632553676031	0.476685225428	
Akai AX80 - Agressif - D3 (50-WQVD.aif)	169.720219771	169.720219771	50	146.832383959	316.552603729	0.750053800185	0.458030668746	
